wkt_geom,UniqueID
"MultiLineString ((-3.52838048722464803 50.72831477060631755, -3.52821418738323933 50.72806857105681644, -3.52820218746662784 50.72794777124030929),(-3.52852398727539596 50.72825547061095364, -3.52838048722464803 50.72831477060631755),(-3.52870138733569627 50.72818327061136756, -3.52852398727539596 50.72825547061095364),(-3.52887698739391231 50.72811127060842296, -3.52870138733569627 50.72818327061136756),(-3.52904928744931823 50.72804057060162819, -3.52887698739391231 50.72811127060842296),(-3.52922788750486216 50.72796737059030647, -3.52904928744931823 50.72804057060162819),(-3.52895178767217921 50.72768507113568148, -3.52922048769117458 50.7276676709831591, -3.52941588756130908 50.72789027057389433, -3.52922788750486216 50.72796737059030647),(-3.52820218746662784 50.72794777124030929, -3.52804368762459797 50.72771347168501421),(-3.52750268758765939 50.72773957199392214, -3.52790408761283336 50.7277235717600874, -3.52804368762459797 50.72771347168501421),(-3.52804368762459797 50.72771347168501421, -3.5282118876335935 50.72770837158367385),(-3.5282118876335935 50.72770837158367385, -3.52846748765035345 50.72769567143610914),(-3.52846748765035345 50.72769567143610914, -3.52869918766336355 50.727686871297756),(-3.52869918766336355 50.727686871297756, -3.52895178767217921 50.72768507113568148))",Speed Limits-1392
"MultiLineString ((-3.5330989884359969 50.72550096986473278, -3.53294808854042808 50.72558096999192401, -3.53293818851142838 50.72566576994275778))",Speed Limits-1397
"MultiLineString ((-3.54681938333528768 50.7086974629660574, -3.5467208834864361 50.70885366282062279, -3.54640468362387473 50.70912766272847705, -3.54637618356091355 50.70922706275280234, -3.54629058352512461 50.70935956276144196, -3.54631198348514065 50.70937756277981379, -3.54638808335653932 50.70942876283947243, -3.54641898331445438 50.70943936285944886))",Speed Limits-1441
"MultiLineString ((-3.51992008562802416 50.72905667318092782, -3.51995988552957639 50.72913707293932362, -3.51996178546000271 50.72919127278719742, -3.51991258541406404 50.72922157272245158, -3.51974378533333665 50.7292652726669786, -3.51958258526611978 50.72929877263527487, -3.51951278526568334 50.72929137268372557, -3.5194354852931431 50.72926217279803751))",Speed Limits-1481
"MultiLineString ((-3.5167126821907666 50.71511877005882241, -3.51671818218781684 50.71506846999434259, -3.51675198219829221 50.7149961699119558, -3.51704028231573895 50.71459686950356627, -3.51741508254184465 50.71470046979312229))",Speed Limits-1493
"MultiLineString ((-3.29983457391723034 50.86296426491099965, -3.30001457388744601 50.86300166490154595, -3.30037847381564964 50.86303186490597028, -3.30110807365321746 50.86303186494943418, -3.30209987352927659 50.86304906529280601, -3.30229607351199039 50.86306816536020392))",Speed Limits-1529
"MultiLineString ((-3.33975757126289308 50.85630866136726524, -3.33924227127344642 50.85663016132404834),(-3.33925967111183564 50.85602776169775296, -3.33940607114769517 50.85609616160837021, -3.33975757126289308 50.85630866136726524))",Speed Limits-1532
"MultiLineString ((-3.3248953708020923 50.86453217182540953, -3.3249796708644781 50.86442087168060766, -3.3250736709211286 50.86432027154606317, -3.32519257095508625 50.86427157146861333))",Speed Limits-1534
"MultiLineString ((-3.47876486948708274 50.71792807405935122, -3.47887456933857164 50.71795887380270784, -3.47893166929154329 50.71800387363923335, -3.47896786927132728 50.71804127352709912, -3.47897066930266252 50.71807587348519064, -3.47894996936677003 50.71810537349517745),(-3.47807837063171288 50.71794757543091947, -3.47817377042569253 50.71789387530738225, -3.4782080703409668 50.71786347527650207, -3.47827677019766757 50.71783167517566682, -3.47835177006623208 50.71782397503029216, -3.47843006995097381 50.71783897484991854, -3.47859546972220457 50.71788447445523929, -3.47876486948708274 50.71792807405935122))",Speed Limits-1573
"MultiLineString ((-4.08336336878942152 50.31774766376976515, -4.08332046875538079 50.31768776377639796, -4.08332046875146659 50.31761236366054391, -4.0833121687441789 50.31758196363318092, -4.08330706873922722 50.31755246359983857, -4.08325606870097335 50.31745996357824424, -4.0831675686395279 50.31731436356786702, -4.08308976864982931 50.31722706364158881, -4.08288596871766707 50.31716706409640949, -4.08258826879000747 50.31708826475702523, -4.08234416892433494 50.31700096527578836, -4.08201956915711239 50.31686906593973418, -4.08174146922174774 50.31679816652826531))",Speed Limits-1591
"MultiLineString ((-3.43138657515020373 50.6485670754093249, -3.43136487517794597 50.64847827547048809, -3.43123737525906236 50.64824497565764005, -3.43095437541364845 50.64781287599438997))",Speed Limits-1603
"MultiLineString ((-3.42417467789989605 50.61880497087438613, -3.42415077783341371 50.6188900709959313, -3.42409877776842952 50.61897747113882673))",Speed Limits-1793
"MultiLineString ((-3.41542777473378223 50.62184667611009559, -3.4154338747168711 50.62187207613081341, -3.41588457493630537 50.62183397636405147, -3.41591537497363085 50.62180377636070006, -3.41596027501125699 50.62178087637049373, -3.41600947505110719 50.62175767638241553),(-3.41600947505110719 50.62175767638241553, -3.41599987505796676 50.62174417636747847, -3.4158666749926776 50.62175427629839675, -3.41541967477323816 50.62179067606747651, -3.41542777473378223 50.62184667611009559),(-3.41623587515557237 50.62174867650551136, -3.4161721751291414 50.62174757646833001, -3.41605987507514008 50.62175467640913951, -3.41600947505110719 50.62175767638241553))",Speed Limits-1825
"MultiLineString ((-3.26148347990831011 50.7784117660104144, -3.26152867994040596 50.77844196603611238, -3.26202478027889775 50.77872016629873997, -3.26249408058609491 50.77893936652609597, -3.26290398084731148 50.77910866671222578, -3.26284318092223113 50.77969296676207733, -3.26268548091897159 50.78013236676481057, -3.26238128081840983 50.78045916671304383))",Speed Limits-1965
"MultiLineString ((-3.41578527523657316 50.63010147645356085, -3.41579627525350604 50.63011967645251588, -3.41588817539722678 50.63027357644333648, -3.41599627557184915 50.63045977643033524, -3.41617667586744256 50.63077027641024586, -3.41637587614829563 50.63104437642618194, -3.41653027635914919 50.63124307644696387, -3.41676967667174436 50.63152497649463868, -3.41706147703879504 50.63183957657059864))",Speed Limits-2013
"MultiLineString ((-3.44990387511403895 50.63345306630889553, -3.44995557515620543 50.63354636625426508, -3.44999337522886984 50.63371206616483988, -3.45004297534769844 50.63403116624371592, -3.45016047544333615 50.63434226659997961, -3.45032727553142538 50.63461806690594358, -3.45052527562607869 50.63491046722490552, -3.45080077572332877 50.63519726752303285, -3.45112027581648073 50.63546096778354411, -3.45142417598747731 50.63571326797504213, -3.45182597622598974 50.6359922681348138, -3.45217167640263201 50.63618096821372916, -3.45256897658592576 50.63637866828340606, -3.45283017669561065 50.63649326831190223, -3.45333607688641475 50.63665996830321347, -3.45398797710621341 50.63685766827403967, -3.45434477721521382 50.63696226825484814, -3.45496857738998209 50.63711636818842976, -3.45562747755451216 50.6372684681074432, -3.45633317771286519 50.63740926799601993, -3.45709187786706407 50.63753856785141494, -3.45765787796773338 50.63763756774789471, -3.45788457799790239 50.63769396772737252, -3.45871687811042916 50.6378512675924668, -3.45941877816909082 50.63801006751332778, -3.46001097820972126 50.63812926742971854, -3.46057287821937676 50.63826446737949283, -3.46125907820047418 50.63844146733519835, -3.46247807804384644 50.63882366734889473, -3.46287347795265266 50.63896846738195734, -3.46300557791930874 50.63901706739356001, -3.46329137781196073 50.6391535674593527, -3.46362527767173667 50.63931746754287389, -3.46385877756211569 50.63943666760782492, -3.46407947747035649 50.6395330676486779, -3.46417367752886562 50.6394814675463536, -3.46426477758056706 50.63943696745426593))",Speed Limits-2063
"MultiLineString ((-3.39454377507281091 50.64105528156069624, -3.39460237508332296 50.64103878158341132, -3.39470727510193138 50.64100938162282262, -3.39472187510448142 50.6410052816281393, -3.39488977513345525 50.64095818168681262, -3.39494587520050484 50.64103368184768783, -3.39501297527665491 50.64111658203172084))",Speed Limits-2071
"MultiLineString ((-4.23180197401535541 50.68805206432818977, -4.23170507403632534 50.68810386442179805),(-4.23290407384139833 50.68731076311676986, -4.23285887384497794 50.68735016317468478, -4.23269177386502005 50.68747556337234528, -4.23256307387582709 50.68759046353683573, -4.23237237390314647 50.68772656375310248, -4.23200367397252464 50.68794426413202103, -4.23183567400810468 50.68803406429558578, -4.23180197401535541 50.68805206432818977),(-4.23288557407714006 50.68655326255524329, -4.23286397404578452 50.68668006266525339, -4.23288997401163503 50.68676476271237163, -4.23297667391436416 50.68699026282770603, -4.23298707388420237 50.68707756288751654, -4.2329788738627192 50.68715696295312512, -4.23296177385230621 50.68721016300434457, -4.23294017384328747 50.68726386305866782, -4.23290407384139833 50.68731076311676986))",Speed Limits-2158
"MultiLineString ((-3.64981557489473563 50.72946667084957539, -3.64971827486141898 50.7295007708876895, -3.64958057484711729 50.7295041709219916, -3.64945087485210795 50.72948237094394131, -3.64945077485212765 50.72948237094396262, -3.64904577489794768 50.72937507100012056, -3.64896367490998985 50.72934997101096855, -3.6488868749049308 50.72934827102947963, -3.64877037488898104 50.72935667106157354, -3.64865917488108815 50.72935497108862535, -3.64853737488630658 50.72933487111198758, -3.64838647491230406 50.72928457113280842, -3.6481772749545307 50.72920747116109652, -3.64796817497670878 50.72915727119983842, -3.64785697500177264 50.72911367121599824, -3.64776957503659993 50.72906007122350758, -3.6477245750736107 50.72900807122051248, -3.6476821751578421 50.72889577119982363, -3.64768907520370522 50.72883747118110165, -3.6477274752829385 50.72873907114157532, -3.64774667535046415 50.72865387111112057, -3.64775367539731921 50.72859417109157221, -3.64774147543941707 50.72853897107917476, -3.64771707549201984 50.72846927106643733, -3.64764717561684604 50.72830337104088017, -3.64757377570222019 50.72818837103236689, -3.64751267577734772 50.7280877710248177, -3.6474916758289293 50.72802037101343586, -3.64748647589361452 50.72793737099249967, -3.64749697596504197 50.72784677096397132, -3.64751437603338546 50.72776047093404372),(-3.64813177645294129 50.72725357055011841, -3.64860067593300563 50.72796207061367113, -3.64869607581154787 50.72812927064055089, -3.64876657573447316 50.72823657065590908, -3.64888157564496263 50.72836447066576682, -3.64905637553136675 50.72853047067381027, -3.64923107546154402 50.72863937066333762, -3.64936347539331951 50.72874327066583078, -3.64984267504507676 50.72926447075446532, -3.64989567499050782 50.72934497077651628, -3.64989827495153696 50.72939857079953185, -3.64986647491207616 50.72944887082950061, -3.64981557489473563 50.72946667084957539),(-3.64814027656298867 50.72711077050117723, -3.64813177645294129 50.72725357055011841))",Speed Limits-2238
"MultiLineString ((-3.51074446724068157 50.85761406729852752, -3.51066306726446742 50.85758976726014424, -3.51056516728623613 50.85753896721847411, -3.51045896730648632 50.85746916717705091, -3.51000536743534086 50.85723816699658073),(-3.51000536743534086 50.85723816699658073, -3.50959816754912568 50.85690166688137737, -3.50905616777664742 50.85656286672584514))",Speed Limits-2262
"MultiLineString ((-3.50886406611644697 50.86317306925845116, -3.50891296610704995 50.86313536925690926, -3.50895176609788395 50.86310946925880216, -3.50926146603533962 50.86289266926705466, -3.50931926603228206 50.86283736925733479, -3.509331166048689 50.86279226922938079, -3.50932536607694878 50.86274216918745594, -3.50931256613933495 50.86263126909467758, -3.5093538661562711 50.86255576906015818, -3.50943526615058632 50.86248606905320457, -3.50956986612460042 50.86240626906923268, -3.50976456608128062 50.86230706910527744, -3.50991876603248576 50.86225866915716409, -3.51004746600526918 50.86219576918350072, -3.51020386598105816 50.86210666920608503, -3.51035596595730315 50.86202396923139446, -3.5104230659543898 50.86197566923370772, -3.51041896599944003 50.86190226917573654, -3.51039746608499037 50.86177306906535733, -3.5104010662012799 50.86157196891508647, -3.51041896627170136 50.86143896882481386, -3.51051276634360532 50.86125166873816994, -3.51063086635112453 50.861159668738253, -3.51089596629996592 50.86107186882867381, -3.51115766623802816 50.86100836893577792, -3.51127716620839969 50.8609827689873697, -3.51140326616579301 50.86097356905518296, -3.51153746611529405 50.86097176913331452, -3.51159556607959589 50.8609913691822868),(-3.51159556607959589 50.8609913691822868, -3.5116594660109155 50.86105566926785571, -3.51181496584841568 50.86120166946798804))",Speed Limits-2270
"MultiLineString ((-3.44177807786718581 50.78155366693638229, -3.44182717783172931 50.78154436695533747, -3.44194087780026248 50.78157936698617192, -3.44204657780298984 50.78164836700699425, -3.44222767789191364 50.78186466702320701))",Speed Limits-2287
"MultiLineString ((-3.44505897107169368 50.85240856892177419, -3.44468947162468275 50.85267096896716055, -3.44433437212941129 50.85292966900725986, -3.44416707234869923 50.85304766902756057, -3.44402597251828313 50.85314086904726594, -3.44356777298938788 50.85341186912420852, -3.44304457346261517 50.85371826921220872, -3.44255517386796717 50.85402276928560639, -3.44227247405036962 50.85417646933713343, -3.4417451742231675 50.85434236948522368))",Speed Limits-2299
"MultiLineString ((-3.39803147087597068 50.84843076358868075, -3.39807337086761674 50.84843576359632777, -3.39812697080838344 50.84846026358540882, -3.39816257080262973 50.84846396359254328),(-3.39797357088767527 50.84842376357821081, -3.39803147087597068 50.84843076358868075),(-3.39727447089151946 50.84838986339421041, -3.39733797087771583 50.84839816340485896, -3.39745727088375116 50.84840146343913148, -3.39781977090172393 50.84841146354322206, -3.39797357088767527 50.84842376357821081),(-3.39724907089696382 50.84838656338991569, -3.39727447089151946 50.84838986339421041),(-3.39678027101167679 50.84831906331901052, -3.39708557093206576 50.84836516336261525, -3.3972024709070392 50.84838046338214212, -3.39724907089696382 50.84838656338991569),(-3.39616137109763727 50.84825266320004999, -3.39619777109454501 50.84825586320786073, -3.39633457106190839 50.84827616322747446, -3.39656617103645964 50.84829836327504893, -3.39678027101167679 50.84831906331901052))",Speed Limits-2302
"MultiLineString ((-3.35763568178687288 50.91008717426206687, -3.35783768164704455 50.91015557418779736),(-3.35783768164704455 50.91015557418779736, -3.35798708175911775 50.9100694743783535, -3.35815938193134711 50.90993727465359342),(-3.35701588285571484 50.90953357514688804, -3.35763568178687288 50.91008717426206687),(-3.35449268403453882 50.90718917478380945, -3.35454648404553124 50.90724867483583438, -3.35471268409219103 50.90744917500970956, -3.35496988407711871 50.90761667517006117, -3.35533378410696592 50.90791907544905825, -3.35549998417530526 50.90813237563556015, -3.35571528423754728 50.90836327584284504, -3.35665528354544307 50.90921097568973153, -3.35701588285571484 50.90953357514688804),(-3.35252778465792511 50.9065290740574099, -3.35298418448461177 50.90665137420051423, -3.35372878424262932 50.9068999744736459, -3.35435068405037429 50.90710147469989266, -3.35446228402842372 50.90715547475442548, -3.35449268403453882 50.90718917478380945))",Speed Limits-2331
"MultiLineString ((-3.3903117775603282 50.91249936924820929, -3.39008987731536493 50.91243666927869782, -3.38927297637202463 50.91219956938640934, -3.38913597617475482 50.91214406941311665, -3.38905577602176544 50.91209496943900348, -3.38896077577503707 50.91200786948749624, -3.38874847518767863 50.91180026960176974, -3.38864817491854309 50.91170746965141802, -3.38859037482853154 50.91168316966175666, -3.388518174748965 50.91166746966554513, -3.38754437393254015 50.9115740696403023, -3.38707687348732689 50.91151046963639004))",Speed Limits-2368
