wkt_geom,GRID_ID,Entity Type
"MultiPolygon (((-3.5629984568912425 50.46666350529655887, -3.56436963952842012 50.46507115057392667, -3.56721574324392998 50.46503290350564441, -3.56869084004235537 50.46658695946317152, -3.56731977460540151 50.46817933000794199, -3.56447347965114547 50.46821758463840268, -3.5629984568912425 50.46666350529655887)))",ARK-3351,Hex
"MultiPolygon (((-3.55198892886033635 50.39126151550959776, -3.55335830556413867 50.38966930362809649, -3.55619989057982222 50.38963131740558765, -3.55767228549083203 50.3911855394449546, -3.55630297122875705 50.39277782609290313, -3.55346118583665671 50.39281582386558256, -3.55198892886033635 50.39126151550959776)))",ARM-3375,Hex
"MultiPolygon (((-3.58018028658465326 50.46957922154307141, -3.58155099139358724 50.46798663343390245, -3.58439725279260735 50.46794781633482785, -3.58587297586515952 50.46950163000233402, -3.58450240020009137 50.47109418118017743, -3.58165595570151574 50.47113300628002719, -3.58018028658465326 50.46957922154307141)))",ARG-3350,Hex
"MultiPolygon (((-3.51317467641961567 50.37760776612209668, -3.51454501904847305 50.37601600419935721, -3.51738580950995283 50.37597894620463279, -3.51885645642434675 50.37753365135687744, -3.5174862089841219 50.3791254691609609, -3.51464522622442344 50.37916252470761691, -3.51317467641961567 50.37760776612209668)))",ARV-3380,Hex
"MultiPolygon (((-3.62590406386031061 50.43274828693395051, -3.62727216698301103 50.43115520065168056, -3.63011611962058511 50.43111539046759617, -3.63159215815987402 50.43266866164342588, -3.63022414781744507 50.43426180452712515, -3.62738000379041781 50.43430162185771337, -3.62590406386031061 50.43274828693395051)))",AQV-3362,Hex
"MultiPolygon (((-3.54325929458660038 50.38508197819650292, -3.54462882447802974 50.38348984935098684, -3.54747005320881348 50.38345207979945428, -3.54894196352243574 50.38500641965823235, -3.54757253248695381 50.38659859972000987, -3.54473109843884382 50.38663638387175325, -3.54325929458660038 50.38508197819650292)))",ARO-3377,Hex
"MultiPolygon (((-3.52681757973036314 50.40418638366376314, -3.52818820669807875 50.4025944473101859, -3.53103057576204282 50.4025570848998683, -3.53250250708610158 50.40411165595153875, -3.53113198313020415 50.40570364248438295, -3.52828942623391306 50.40574100776800037, -3.52681757973036314 50.40418638366376314)))",ARS-3371,Hex
"MultiPolygon (((-3.54356585083147424 50.39452161652043571, -3.54493565763910334 50.39292947204453554, -3.547777491132591 50.39289166660999797, -3.54924973577867053 50.3944459918898815, -3.54788000428133632 50.3960381979283909, -3.54503797627193995 50.39607600683768851, -3.54356585083147424 50.39452161652043571)))",ARO-3374,Hex
"MultiPolygon (((-3.50854825416185534 50.50043440536853723, -3.50992219673350769 50.49884268145241606, -3.51277031384530014 50.49880572792858402, -3.51424467857872225 50.50036049202805799, -3.51287084649096748 50.50195226567208806, -3.51002254279312087 50.50198922320291217, -3.50854825416185534 50.50043440536853723)))",ARX-3341,Hex
"MultiPolygon (((-3.5758584806075957 50.46806401380340645, -3.57722925273586867 50.46647153647179351, -3.58007542074832408 50.46643284311165445, -3.58155099139358724 50.46798663343390245, -3.58018028658465326 50.46957922154307141, -3.57733393391188104 50.46961792784113499, -3.5758584806075957 50.46806401380340645)))",ARH-3351,Hex
"MultiPolygon (((-3.58039007631378592 50.47587195339756505, -3.58176094090194264 50.47427936902779777, -3.58460756667530722 50.47424054134616256, -3.58608349386601111 50.47579435161073036, -3.58471275877243256 50.47738690150254826, -3.58186595351547155 50.47742571370292097, -3.58039007631378592 50.47587195339756505)))",ARG-3348,Hex
"MultiPolygon (((-3.48809879616174312 50.39367058087659501, -3.48947041687426296 50.39207909548867548, -3.49231220724953983 50.39204265593766507, -3.4937825613238509 50.39359770133863492, -3.4924110402820685 50.39518923667507977, -3.48956906212651763 50.39522567639034634, -3.48809879616174312 50.39367058087659501)))",ASB-3375,Hex
